County,Precinct,Precinct Short Name,County Delegates,Precinct SDE (IDP)
Des Moines,PCT 8,BU8C,8,2.88
Des Moines,PCT 9,BU9,7,2.52
Des Moines,PCT DM,DM,3,1.08
Des Moines,PCT FM,FM,5,1.7999999999999998
Des Moines,PCT HJ,HJ,2,0.72
Des Moines,PCT MY,MY,4,1.44
Des Moines,PCT PW,PW,1,0.36
Des Moines,PCT UNION,UNION,2,0.72
Des Moines,PCT WB,WB,6,2.16
Dickinson,Precinct No. 01,PCT 01,5,0.625
Dickinson,Precinct No. 02,PCT 02,5,0.625
Dickinson,Precinct No. 03,PCT 03,6,0.75
Dickinson,Precinct No. 04,PCT 04,2,0.25
Dickinson,Precinct No. 05,PCT 05,7,0.875
Dickinson,Precinct No. 06,PCT 06,2,0.25
Dickinson,Precinct No. 07,PCT 07,1,0.125
Dickinson,Precinct No. 08,PCT 08,14,1.75
Dickinson,Precinct No. 09,PCT 09,1,0.125
Dickinson,Precinct No. 10-City-Wahpeton-W Okoboji,PCT 10,4,0.5
Dickinson,Precinct No. 11,PCT 11,6,0.75
Dickinson,Precinct No. 12,PCT 12,4,0.5
Dickinson,Precinct No. 13,PCT 13,6,0.75
Dickinson,Precinct No. 14,PCT 14,4,0.5
Dickinson,Precinct No. 15,PCT 15,13,1.625
Dubuque,Dubuque_09a,09A,8,2.1333333333333333
Dubuque,Dubuque_01,1,10,2.6666666666666665
Dubuque,Dubuque_10,10,11,2.933333333333333
Dubuque,Dubuque_11,11,8,2.1333333333333333
Dubuque,Dubuque_12,12,10,2.6666666666666665
Dubuque,Dubuque_13,13,7,1.8666666666666667
Dubuque,Dubuque_14,14,6,1.6
Dubuque,Dubuque_15,15,8,2.1333333333333333
Dubuque,Dubuque_16,16,5,1.3333333333333333
Dubuque,Dubuque_17,17,5,1.3333333333333333
Dubuque,Dubuque_18,18,7,1.8666666666666667
Dubuque,Dubuque_19,19,10,2.6666666666666665
Dubuque,Dubuque_02,2,12,3.2
Dubuque,Dubuque_20,20,11,2.933333333333333
Dubuque,Dubuque_03,3,7,1.8666666666666667
Dubuque,Dubuque_31,31,11,2.933333333333333
Dubuque,Dubuque_32,32,10,2.6666666666666665
Dubuque,Dubuque_33,33,7,1.8666666666666667
Dubuque,Dubuque_34,34,10,2.6666666666666665
Dubuque,Dubuque_35,35,4,1.0666666666666669
Dubuque,Dubuque_36,36,7,1.8666666666666667
Dubuque,Dubuque_37,37,3,0.8
Dubuque,Dubuque_38,38,3,0.8
Dubuque,Dubuque_39,39,5,1.3333333333333333
Dubuque,Dubuque_04,4,12,3.2
Dubuque,Dubuque_40,40,4,1.0666666666666669
Dubuque,Dubuque_41,41,7,1.8666666666666667
Dubuque,Dubuque_42,42,7,1.8666666666666667
Dubuque,Dubuque_43,43,9,2.4
Dubuque,Dubuque_44,44,1,0.26666666666666666
Dubuque,Dubuque_45,45,6,1.6
Dubuque,Dubuque_05,5,11,2.933333333333333
Dubuque,Dubuque_06,6,9,2.4
Dubuque,Dubuque_07,7,12,3.2
Dubuque,Dubuque_08,8,7,1.8666666666666667
Emmet,AG-IL-Armstrong,1,4,0.4571428571428571
Emmet,Estherville Ward 5,10,3,0.3428571428571429
Emmet,HL-TM-Wallingford,11,2,0.22857142857142854
Emmet,CN-SL-Gruver,2,1,0.11428571428571427
Emmet,DM-JC-Ringsted,3,2,0.22857142857142854
Emmet,EL-LN-Dolliver,4,1,0.11428571428571427
Emmet,Emmet-Estherville,5,2,0.22857142857142854
Emmet,Estherville Ward 1,6,5,0.5714285714285714
Emmet,Estherville Ward 2,7,5,0.5714285714285714
Emmet,Estherville Ward 3,8,6,0.6857142857142857
Emmet,Estherville Ward 4,9,4,0.4571428571428571
Fayette,AUBURN TWP,AU,2,0.24
Fayette,BANKS-FREMONT TWP,BF,4,0.48
Fayette,BETHEL-WINDSOR TWP,BW,4,0.48
Fayette,CENTER TWP,CE,1,0.12
Fayette,CLERMONT TWP,CL,4,0.48
Fayette,DOVER TWP,DV,2,0.24
Fayette,EDEN TWP,ED,2,0.24
Fayette,FAIRBANK INC,FB,3,0.36
Fayette,FAIRFIELD-PUTNAM TWP,FP,4,0.48
Fayette,HARLAN TWP,HL,4,0.48
Fayette,ILLYRIA TWP,IL,3,0.36
Fayette,JEFFERSON TWP,JF,3,0.36
Fayette,OELWEIN - WARD 1,OE1,8,0.96
Fayette,OELWEIN - WARD 2,OE2,7,0.84
Fayette,OELWEIN - WARD 3,OE3,9,1.08
Fayette,OELWEIN - WARD 4,OE4,11,1.3199999999999998
Fayette,ORAN TWP,OR,2,0.24
Fayette,PLEASANT VALLEY TWP,PL,5,0.6
Fayette,SCOTT TWP,SC,1,0.12
Fayette,SMITHFIELD TWP,SF,1,0.12
Fayette,UNION TWP,UN,1,0.12
Fayette,WEST UNION - WARD 1,WE1,5,0.6
Fayette,WEST UNION - WARD 2,WE2,3,0.36
Fayette,WEST UNION - WARD 3,WE3,4,0.48
Fayette,WESTFIELD TWP,WF,7,0.84
Floyd,Charles City Corp/CC1,CC1,14,1.5555555555555554
Floyd,Charles City Corp/CC2,CC2,17,1.8888888888888888
Floyd,Charles City Corp/CC3,CC3,15,1.6666666666666663
Floyd,Floyd-Cedar-Niles,FLCENI,8,0.8888888888888888
Floyd,Rockford-Ulster,RFUL,8,0.8888888888888888
Floyd,Rock Grove-Rudd,RGRU,13,1.4444444444444444
Floyd,St Charles-Riverton,SCRV,10,1.1111111111111112
Floyd,Scott-Union-Pleasant Grove,SCUNPG,5,0.5555555555555556
Franklin,GENEVA/ INGHAM/ EAST MOTT,GNIGEM,6,0.3333333333333333
Franklin,GRANT/ OSCEOLA,GROC,4,0.2222222222222222
Franklin,HAMILTON/ LEE/ REEVE,HLLERV,5,0.2777777777777778
Franklin,HAMPTON 1,HP1,8,0.4444444444444444
Franklin,HAMPTON 2,HP2,10,0.5555555555555556
Franklin,HAMPTON 3,HP3,12,0.6666666666666666
Franklin,HAMPTON 4,HP4,11,0.6111111111111109
Franklin,MARION,MA,5,0.2777777777777778
Franklin,OAKLAND/ MORGAN,OKMG,5,0.2777777777777778
Franklin,RICHLAND/ ROSS/ WEST FORK,RLRSWF,16,0.8888888888888888
Franklin,WEST MOTT TOWNSHIP,WMO,4,0.2222222222222222
Franklin,WISNER/ SCOTT,WRSC,4,0.2222222222222222
Fremont,Farragut,FG,8,0.6
Fremont,Green Riverside Scott,GNRSSC,11,0.825
Fremont,Hamburg/Washington,HB,7,0.525
Fremont,Riverton,RT,2,0.15
Fremont,Sidney,SN,12,0.8999999999999999
Greene,Central Precinct,CENTRAL,5,0.6
Greene,East Precinct,EAST,7,0.84
Greene,Jefferson 1 Precinct,J1,8,0.96
Greene,Jefferson 2 Precinct,J2,8,0.96
Greene,Jefferson 3 Precinct,J3,12,1.44
Greene,North Precinct,NORTH,6,0.72
Greene,West Precinct,WEST,4,0.48
Grundy,PRECINCT 1,P1,9,0.9
Grundy,PRECINCT 2,P2,3,0.30000000000000004
Grundy,PRECINCT 3,P3,4,0.4
Grundy,PRECINCT 4,P4,3,0.30000000000000004
Grundy,PRECINCT 5,P5,14,1.4
Grundy,PRECINCT 6,P6,13,1.3
Grundy,PRECINCT 7,P7,14,1.4
Guthrie,Black,1,5,0.4285714285714286
Guthrie,Blue,2,16,1.3714285714285714
Guthrie,Brown,3,6,0.5142857142857142
Guthrie,Gold,4,14,1.2
Guthrie,Green,5,8,0.6857142857142857
Guthrie,Purple,6,16,1.3714285714285714
Guthrie,White,7,3,0.2571428571428571
Guthrie,Red,8,2,0.17142857142857146
Hamilton,PCT 1 CASS FREEDOM FREMONT INDEPENDENCE,PCT 1,7,0.7000000000000001
Hamilton,PCT 2 BLAIRSBURG LIBERTY WILLIAMS,PCT 2,5,0.5
Hamilton,PCT 3 CLEAR LAKE HAMILTON MARION WEBSTER,PCT 3,11,1.1
Hamilton,PCT 4 LYON ELLSWORTH,PCT 4,12,1.2000000000000002
Hamilton,PCT 5 LINCOLN ROSE GROVE SCOTT,PCT 5,6,0.6000000000000001
Hamilton,Webster City 1,WC1,17,1.7000000000000002
Hamilton,Webster City 2,WC2,20,2.0
Hamilton,Webster City 3,WC3,12,1.2000000000000002
Hancock,Precinct 01,1,6,0.6000000000000001
Hancock,Precinct 10,10,2,0.2
Hancock,Precinct 02,2,2,0.2
Hancock,Precinct 03,3,2,0.2
Hancock,Precinct 04,4,10,1.0
Hancock,Precinct 05,5,1,0.1
Hancock,Precinct 06,6,17,1.7000000000000002
Hancock,Precinct 07,7,4,0.4
Hancock,Precinct 08,8,2,0.2
Hancock,Precinct 09,9,4,0.4
Hardin,Alden/Buckeye,AL,10,0.72
Hardin,Concord/Sherman/Grant/Tip,CC,16,1.1520000000000001
Hardin,Eldora/Pleasant/Prov/Unio,EL,12,0.8639999999999999
Hardin,Eldora City,ELC,17,1.224
Hardin,Etna/Clay,ET,17,1.224
Hardin,Hardin/Ellis/Jackson,HA,12,0.8639999999999999
Hardin,Iowa Falls #1,IF1,19,1.368
Hardin,Iowa Falls #2,IF2,22,1.584
Harrison,Precinct #06-Boyer/Lincoln,BO,3,0.28
Harrison,Precinct #03-Dunlap,HS,9,0.8400000000000001
Harrison,Precinct #02-Pisgah,JA,3,0.28
Harrison,Precinct #09-Jefferson/LaGrange,JF,3,0.28
Harrison,Precinct #10 - Logan,LO,8,0.7466666666666667
Harrison,Precinct #01-Little Sioux,LS,2,0.18666666666666668
Harrison,Precinct #05-Magnolia,MA,5,0.4666666666666667
Harrison,Precinct #04-Mondamin,MR,4,0.37333333333333335
Harrison,Precinct #12 - Missouri Valley,MV,14,1.3066666666666666
Harrison,Precinct #11 - St. John,SJ,7,0.6533333333333333
Harrison,Precinct #08-Modale,TA,5,0.4666666666666667
Harrison,Precinct #07 - Woodbine,WB,8,0.7466666666666667
Harrison,Precinct #13-Persia,WS,4,0.37333333333333335
Henry,Central Precinct,CE,20,1.3333333333333333
Henry,Mt. Pleasant Ward 1,MP1,16,1.0666666666666669
Henry,Mt. Pleasant Ward 2,MP2,18,1.2
Henry,Mt. Pleasant Ward 3,MP3,17,1.1333333333333333
Henry,Mt. Pleasant Ward 4,MP4,13,0.8666666666666667
Henry,Northeast Precinct,NE,13,0.8666666666666667
Henry,Northwest Precinct,NW,13,0.8666666666666667
Henry,Southeast Precinct,SE,30,2.0
Henry,Southwest Precinct,SW,10,0.6666666666666666
Howard,Afton/Howard/Paris,AF,6,0.8571428571428571
Howard,Albion/Forest City,AL,3,0.42857142857142855
Howard,Cresco 1 A,CR1A,2,0.2857142857142857
Howard,Vernon Springs,CR1B,5,0.7142857142857142
Howard,Cresco 2,CR2,6,0.8571428571428571
Howard,Cresco 3,CR3,5,0.7142857142857142
Howard,New Oregon,NO,3,0.42857142857142855
Howard,Jamestown/Oakdale,RJO,2,0.2857142857142857
Howard,Saratoga/Howard Ctr/Chest,SHC,3,0.42857142857142855
Humboldt,Avery-North Weaver,A-NW,3,0.26666666666666666
Humboldt,Delana-Wacousta-North Rutland,D-W-NR,3,0.26666666666666666
Humboldt,Dakota City-Grove,DC-GR,5,0.4444444444444445
Humboldt,Humboldt-West Vernon,H-WV,2,0.17777777777777778
Humboldt,Humboldt 1-Corinth-South Weaver,H1-C-SW,10,0.8888888888888891
Humboldt,Humboldt 2-Beaver-South Norway,H2-B-SN,9,0.8
Humboldt,Humboldt 3-South Rutland,H3-SR,10,0.8888888888888891
Humboldt,North Lake-East Vernon,NL-EV,2,0.17777777777777778
Humboldt,South Lake-North Norway,SL-NN,1,0.08888888888888889
Ida,City of Arthur,BL,2,0.3
Ida,City of Holstein,GG,6,0.8999999999999999
Ida,City of Galva,GV,1,0.15
Ida,Ida Grove Ward 1,IG1,2,0.3
Ida,Ida Grove Ward 2,IG2,2,0.3
Ida,Ida Grove Ward 3,IG3,3,0.45
Ida,City of Battle Creek &amp; Grant Township,MP,4,0.6
Iowa,Dayton/English I,DA,3,0.30000000000000004
Iowa,English II,EN,6,0.6000000000000001
Iowa,Fillmore/Greene,FM,8,0.8
Iowa,Honey Creek/Marengo Rural,HC,3,0.30000000000000004
Iowa,Hartford II/Lincoln,HL,6,0.6000000000000001
Iowa,Hartford I/Sumner,HS,3,0.30000000000000004
Iowa,Hilton/Washington,HT,8,0.8
Iowa,Lenox/Iowa,LX,20,2.0
Iowa,Marengo City,MR,14,1.4
Iowa,Pilot/Troy/York,PI,6,0.6000000000000001
Iowa,Williamsburg,WM,23,2.3000000000000003
Jackson,Jackson 01,1,13,2.2285714285714286
Jackson,Jackson 10,10,2,0.3428571428571429
Jackson,Jackson 11,11,2,0.3428571428571429
Jackson,Jackson 12,12,4,0.6857142857142857
Jackson,Jackson 13,13,3,0.5142857142857142
Jackson,Jackson 14,14,4,0.6857142857142857
Jackson,Jackson 15,15,5,0.8571428571428572
Jackson,Jackson 16,16,6,1.0285714285714285
Jackson,Jackson 02,2,3,0.5142857142857142
Jackson,Jackson 03,3,3,0.5142857142857142
Jackson,Jackson 04,4,4,0.6857142857142857
Jackson,Jackson 05,5,3,0.5142857142857142
Jackson,Jackson 06,6,4,0.6857142857142857
Jackson,Jackson 07,7,6,1.0285714285714285
Jackson,Jackson 08,8,3,0.5142857142857142
Jackson,Jackson 09,9,5,0.8571428571428572
Jasper,Colfax Ward 1,CF-1,4,0.46
Jasper,Colfax Ward 2,CF-2,5,0.5750000000000001
Jasper,Colfax Ward 3,CF-3,4,0.46
Jasper,Clear Creek/Poweshiek,CP,9,1.035
Jasper,Des Moines,DM,11,1.265
Jasper,Elk Creek/Lynngrove,EL,4,0.46
Jasper,Fairview,FV,13,1.495
Jasper,HG/K/RC/BV/RL,HR,17,1.955
Jasper,Indep/Malaka/Mariposa,IMM,12,1.38
Jasper,Mound Prairie/Washington,MW,6,0.6900000000000001
Jasper,Newton/Sherman,NS,13,1.495
Jasper,Newton 1-1,NT1-1,13,1.495
Jasper,Newton 1-2,NT1-2,10,1.15
Jasper,Newton 2-1,NT2-1,14,1.61
Jasper,Newton 2-2,NT2-2,11,1.265
Jasper,Newton 3-1,NT3-1,14,1.61
Jasper,Newton 3-2,NT3-2,10,1.15
Jasper,Newton 4-1,NT4-1,16,1.84
Jasper,Newton 4-2,NT4-2,9,1.035
Jasper,Palo Alto,PA,5,0.5750000000000001
Jefferson,Blackhawk-Polk-Packwood,BH-PO,1,0.21818181818181814
Jefferson,Buchanan Township,BU,2,0.4363636363636363
Jefferson,Center-Cedar-Maharishi Vedic City,CT,8,1.7454545454545454
Jefferson,Des Moines-Liberty-Libertyville,DM,1,0.21818181818181814
Jefferson,Fairfield 1st Ward,FF1,9,1.963636363636364
Jefferson,Fairfield 2nd Ward,FF2,11,2.4
Jefferson,Fairfield 3rd Ward,FF3,4,0.8727272727272727
Jefferson,Fairfield 4th Ward,FF4,8,1.7454545454545454
Jefferson,Fairfield 5th Ward,FF5,7,1.5272727272727271
Jefferson,Locust Grove-Batavia,LG,1,0.21818181818181814
Jefferson,Penn-Pleasant Plain,PN,1,0.21818181818181814
Jefferson,Lockridge-Round Prairie-Walnut-Lockridge City-Coppock,WLR,2,0.4363636363636363
Johnson,BIG GROVE TOWNSHIP,BG,4,1.62
Johnson,CLEAR CREEK/TIFFIN,CC,8,3.24
Johnson,CEDAR TOWNSHIP,CE,1,0.405
Johnson,CORALVILLE 01,CV.01,9,3.645000000000001
Johnson,CORALVILLE 02,CV.02,8,3.24
Johnson,CORALVILLE 03,CV.03,5,2.0250000000000004
Johnson,CORALVILLE 04,CV.04,7,2.835
Johnson,CORALVILLE 05,CV.05,7,2.835
Johnson,CORALVILLE 06,CV.06,10,4.050000000000002
Johnson,CORALVILLE 07,CV.07,9,3.645000000000001
Johnson,FREMONT-LINCOLN (INCLUDES,FR,4,1.62
Johnson,GRAHAM TOWNSHIP,GR,1,0.405
Johnson,HARDIN TOWNSHIP,HD,1,0.405
Johnson,HILLS,HS,2,0.81
Johnson,IOWA CITY 01,IC.01,12,4.86
Johnson,IOWA CITY 02,IC.02,10,4.050000000000002
Johnson,IOWA CITY 03,IC.03,7,2.835
Johnson,IOWA CITY 04,IC.04,10,4.050000000000002
Johnson,IOWA CITY 05,IC.05,9,3.645000000000001
Johnson,IOWA CITY 06,IC.06,11,4.455
Johnson,IOWA CITY 07,IC.07,8,3.24
Johnson,IOWA CITY 08,IC.08,10,4.050000000000002
Johnson,IOWA CITY 09,IC.09,9,3.645000000000001
Johnson,IOWA CITY 10/ELSW,IC.10,7,2.835
Johnson,IOWA CITY 11,IC.11,8,3.24
Johnson,IOWA CITY 12/EAST LUCAS SE,IC.12,9,3.645000000000001
Johnson,IOWA CITY 13,IC.13,7,2.835
Johnson,IOWA CITY 14,IC.14,9,3.645000000000001
Johnson,IOWA CITY 15,IC.15,6,2.43
Johnson,IOWA CITY 16,IC.16,11,4.455
Johnson,IOWA CITY 17,IC.17,12,4.86
Johnson,IOWA CITY 18,IC.18,12,4.86
Johnson,IOWA CITY 19,IC.19,7,2.835
Johnson,IOWA CITY 20,IC.20,9,3.645000000000001
Johnson,IOWA CITY 21,IC.21,10,4.050000000000002
Johnson,IOWA CITY 22,IC.22,8,3.24
Johnson,IOWA CITY 23,IC.23,12,4.86
Johnson,IOWA CITY 24,IC.24,12,4.86
Johnson,JEFFERSON EAST/SHUEYVILLE,JE,5,2.0250000000000004
Johnson,JW/MN/SW,JW,5,2.0250000000000004
Johnson,LIBERTY-PLEASANT VALLEY,LB,2,0.81
Johnson,NORTH LIBERTY 01,NL.01,7,2.835
Johnson,NORTH LIBERTY 02,NL.02,7,2.835
Johnson,NORTH LIBERTY 03 (PW),NL.03,9,3.645000000000001
Johnson,NORTH LIBERTY 04,NL.04,6,2.43
Johnson,NORTH LIBERTY 05,NL.05,6,2.43
Johnson,NL06/MADISON /CCN,NL.06,11,4.455
Johnson,NEWPORT TOWNSHIP,NP,7,2.835
Johnson,OXFORD TOWNSHIP/OXFORD,OX,3,1.215
Johnson,PENN/ EAST LUCAS NORTH,PN,10,4.050000000000002
Johnson,SCOTT TWP-WEST BRANCH,SC,4,1.62
Johnson,SHARON TOWNSHIP,SN,1,0.405
Johnson,SOLON,SO,6,2.43
Johnson,UNION TOWNSHIP,UH,4,1.62
Johnson,UNIVERSITY HEIGHTS,UN,2,0.81
Johnson,WASHINGTON TOWNSHIP,WL,3,1.215
Johnson,WEST LUCAS TOWNSHIP,WS,1,0.405
Jones,ANN-ANAMOSA NORTH/CASS,ANN,9,1.44
Jones,ANS-ANAMOSA SOUTH/JACKSON,ANS,13,2.08
Jones,CGLW-CASTLE GRV/LOV/WAYN,CGLW,8,1.28
Jones,FV-FAIRVIEW,FV,8,1.28
Jones,GF-GREENFIELD,GF,3,0.48
Jones,MN1-MONTICELLO 1,MN1,4,0.64
Jones,MN2-MONTICELLO 2,MN2,4,0.64
Jones,MN3-MONTICELLO 3,MN3,4,0.64
Jones,MN4-MONTICELLO 4,MN4,4,0.64
Jones,OX-OXFORD,OX,2,0.32
Jones,RLWS-RICHLAND WASHINGTON,RLWS,4,0.64
Jones,ROHA-ROME/HALE,ROHA,5,0.8
Jones,SGMC-SC GRV/MADISON/CLAY,SGMC,4,0.64
Jones,WY-WYOMING,WY,3,0.48
Keokuk,Adams,AD,2,0.22857142857142854
Keokuk,Benton/Steady Run,BN,3,0.3428571428571429
Keokuk,English River/Liberty,ER,4,0.4571428571428571
Keokuk,Jackson,JA,1,0.11428571428571427
Keokuk,East/West Lancaster,LC,1,0.11428571428571427
Keokuk,Lafayette/Clear Creek,LF/CC,6,0.6857142857142857
Keokuk,Prairie,PR,1,0.11428571428571427
Keokuk,Richland,RL,2,0.22857142857142854
Keokuk,Sigourney 1st Ward,SG1,2,0.22857142857142854
Keokuk,Sigourney 2nd Ward,SG2,2,0.22857142857142854
Keokuk,Sigourney 3rd Ward,SG3,2,0.22857142857142854
Keokuk,Sigourney 4th Ward,SG4,2,0.22857142857142854
Keokuk,Sigourney/Plank/Van Buren,SGR,3,0.3428571428571429
Keokuk,What Cheer/Washington,WC,3,0.3428571428571429
Keokuk,Warren,WN,1,0.11428571428571427
Kossuth,AL1,AL1,9,0.8
Kossuth,AL2,AL2,12,1.0666666666666669
Kossuth,AL3,AL3,10,0.8888888888888891
Kossuth,AL4,AL4,8,0.7111111111111111
Kossuth,BF- PT,BF,5,0.4444444444444445
Kossuth,BT- FT- UN,BT,8,0.7111111111111111
Kossuth,CR- IV- RV,CR,6,0.5333333333333333
Kossuth,CR 1,CR 1,1,0.08888888888888889
Kossuth,CR 2,CR 2,2,0.17777777777777778
Kossuth,EG- GT- HS- SW,EG,5,0.4444444444444445
Kossuth,GF- WM,GF,4,0.3555555555555556
Kossuth,GM- RM,GM,5,0.4444444444444445
Kossuth,GW- SN,GW,1,0.08888888888888889
Kossuth,HB- LY- LN- SF,HB,4,0.3555555555555556
Kossuth,IV- PC,IV,1,0.08888888888888889
Kossuth,LC,LC,1,0.08888888888888889
Kossuth,LV- SM,LV,2,0.17777777777777778
Kossuth,PC,PC,1,0.08888888888888889
Kossuth,PR- WL,PR,4,0.3555555555555556
Kossuth,UN,UN,1,0.08888888888888889
Lee,Charleston/DSM/Van Buren,CH VB,6,0.8400000000000001
Lee,Fort Madison 1,FM1,5,0.7000000000000001
Lee,Fort Madison 2,FM2,9,1.2600000000000002
Lee,Fort Madison 3,FM3,11,1.54
Lee,Fort Madison 4,FM4A,11,1.54
Lee,,FM4B,0,0.0
Lee,Fort Madison 5,FM5,12,1.6800000000000002
Lee,Franklin/Cedar/Marion/Harison,FR CE,10,1.4
Lee,,HR,0,0.0
Lee,Jefferson,JF,4,0.56
Lee,Jackson,JK,7,0.98
Lee,Keokuk 1,KE1,5,0.7000000000000001
Lee,Keokuk 2,KE2A,5,0.7000000000000001
Lee,,KE2B,0,0.0
Lee,Keokuk 3,KE3,6,0.8400000000000001
Lee,Keokuk 4,KE4,6,0.8400000000000001
Lee,Keokuk 5,KE5,8,1.12
Lee,Keokuk 6,KE6,7,0.98
Lee,Keokuk 7,KE7,8,1.12
Lee,Montrose,MO,7,0.98
Lee,West Point/Pleasant Ridge/Denmark,WPPRDN,13,1.8200000000000005
Lee,Green Bay/Washington,WS GB,10,1.4
Linn,Cedar Rapids 01,CR01,5,2.1976744186046506
Linn,Cedar Rapids 02,CR02,5,2.1976744186046506
Linn,Cedar Rapids 03,CR03,5,2.1976744186046506
Linn,Cedar Rapids 04,CR04,5,2.1976744186046506
Linn,Cedar Rapids 05,CR05,6,2.6372093023255814
Linn,Cedar Rapids 06,CR06,6,2.6372093023255814
Linn,Cedar Rapids 07,CR07,4,1.7581395348837208
Linn,Cedar Rapids 08,CR08,5,2.1976744186046506
Linn,Cedar Rapids 09,CR09,5,2.1976744186046506
Linn,Cedar Rapids 10,CR10,7,3.076744186046512
Linn,Cedar Rapids 11,CR11,6,2.6372093023255814
Linn,Cedar Rapids 12,CR12,8,3.5162790697674415
Linn,Cedar Rapids 13,CR13,6,2.6372093023255814
Linn,Cedar Rapids 14,CR14,6,2.6372093023255814
Linn,Cedar Rapids 15,CR15,5,2.1976744186046506
Linn,Cedar Rapids 16,CR16,6,2.6372093023255814
Linn,Cedar Rapids 17,CR17,6,2.6372093023255814
Linn,Cedar Rapids 18,CR18,4,1.7581395348837208
Linn,Cedar Rapids 19,CR19,7,3.076744186046512
Linn,Cedar Rapids 20,CR20,7,3.076744186046512
Linn,Cedar Rapids 21,CR21,7,3.076744186046512
Linn,Cedar Rapids 22,CR22,4,1.7581395348837208
Linn,Cedar Rapids 23,CR23,6,2.6372093023255814
Linn,Cedar Rapids 24,CR24,8,3.5162790697674415
Linn,Cedar Rapids 25,CR25,9,3.955813953488372
Linn,Cedar Rapids 26,CR26,9,3.955813953488372
Linn,Cedar Rapids 27,CR27,5,2.1976744186046506
